,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Final Region
0,V Kohli ,2010,75,70,20,2633,94,52,1907,138,0,24,2,247,71,INDIA
1,RG Sharma ,2007,104,96,14,2633,118,32,1905,138,4,19,6,234,120,INDIA
2,MJ Guptill ,2009,83,80,7,2436,105,33,1810,134,2,15,2,215,113,NZ
3,Shoaib Malik ,2006,111,104,30,2263,75,30,1824,124,0,7,1,186,61,PAK
4,BB McCullum ,2005,71,70,10,2140,123,35,1571,136,2,13,3,199,91,NZ
5,DA Warner ,2009,76,76,8,2079,100,30,1476,140,1,15,5,203,86,AUS
6,EJG Morgan ,2009,86,84,17,2002,91,29,1475,135,0,11,3,151,96,ENG
7,Mohammad Shahzad ,2010,65,65,3,1936,118,31,1436,134,1,12,3,218,72,AFG
8,JP Duminy ,2007,81,75,25,1934,96,38,1532,126,0,11,6,138,71,SA
9,PR Stirling ,2009,72,71,6,1929,91,29,1401,137,0,16,8,233,59,IRE
10,Mohammad Hafeez ,2006,89,86,8,1908,86,24,1643,116,0,10,6,196,51,PAK
11,TM Dilshan ,2006,80,79,12,1889,104,28,1567,120,1,13,10,223,33,SL
12,AJ Finch ,2011,58,58,9,1878,172,38,1200,156,2,11,4,182,90,AUS
13,LRPL Taylor ,2006,95,87,19,1743,63,25,1430,121,0,5,5,110,65,NZ
14,Umar Akmal ,2009,84,79,14,1690,94,26,1377,122,0,8,10,122,55,PAK
15,AB de Villiers ,2006,78,75,11,1672,79,26,1237,135,0,10,5,140,60,SA
16,H Masakadza ,2006,66,66,2,1662,93,25,1418,117,0,11,1,151,65,ZIM
17,AD Hales ,2011,60,60,7,1644,116,31,1203,136,1,8,4,175,55,ENG
18,CH Gayle ,2006,58,54,4,1627,117,32,1139,142,2,13,3,138,105,WI
19,MS Dhoni ,2006,98,85,42,1617,56,37,1282,126,0,2,1,116,52,INDIA
20,Tamim Iqbal ,2007,75,75,5,1613,103,23,1383,116,1,6,6,174,41,BDESH
21,MN Samuels ,2007,67,65,10,1611,89,29,1386,116,0,10,0,144,69,WI
22,SK Raina ,2006,78,66,11,1605,101,29,1190,134,1,5,3,145,58,INDIA
23,GJ Maxwell ,2012,61,54,9,1576,145,35,985,160,3,7,1,133,81,AUS
24,Shakib Al Hasan ,2006,76,76,10,1567,84,23,1266,123,0,9,5,163,33,BDESH
25,C Munro ,2012,60,57,7,1546,109,30,966,160,3,9,5,114,100,NZ
26,KS Williamson ,2011,57,55,7,1505,73,31,1236,121,0,9,2,158,26,NZ
27,S Dhawan ,2011,58,57,3,1504,92,27,1173,128,0,9,1,166,46,INDIA
28,KJ O'Brien ,2008,90,83,10,1504,124,20,1124,133,1,3,10,117,69,IRE
29,DPMD Jayawardene ,2006,55,55,8,1493,100,31,1121,133,1,9,4,173,33,SL
30,Ahmed Shehzad ,2009,59,59,2,1471,111,25,1282,114,1,7,2,157,33,PAK
31,SR Watson ,2006,58,56,6,1462,124,29,1006,145,1,10,3,115,83,AUS
32,Mahmudullah ,2007,83,76,16,1430,64,23,1166,122,0,4,2,113,48,BDESH
33,Shahid Afridi ,2006,99,91,12,1416,54,17,944,150,0,4,8,103,73,PAK
34,Babar Azam ,2016,36,36,8,1405,97,50,1102,127,0,12,0,139,20,PAK
35,KJ Coetzer ,2008,58,56,2,1386,89,25,1136,122,0,6,3,144,45,SCOT
36,KC Sangakkara ,2006,56,53,9,1382,78,31,1156,119,0,8,2,139,20,SL
37,F du Plessis ,2012,44,44,6,1363,119,35,1006,135,1,8,0,126,45,SA
38,Mohammad Nabi ,2010,75,70,11,1316,89,22,902,145,0,4,4,83,78,AFG
39,DA Miller ,2010,72,62,18,1309,101,29,935,140,1,2,0,91,57,SA
40,HM Amla ,2009,44,44,6,1277,97,33,967,132,0,8,2,146,26,SA
41,Mushfiqur Rahim ,2006,84,76,13,1265,72,20,1060,119,0,5,5,110,31,BDESH
42,JC Buttler ,2011,66,58,11,1260,73,26,912,138,0,7,3,102,53,ENG
43,RD Berrington ,2008,61,54,10,1247,100,28,967,128,1,3,6,117,36,SCOT
44,GC Wilson ,2008,78,65,8,1239,65,21,1185,104,0,3,4,105,20,IRE
45,Yuvraj Singh ,2007,58,51,9,1177,77,28,863,136,0,8,1,77,74,INDIA
46,KP Pietersen ,2005,37,36,5,1176,79,37,831,141,0,7,1,119,32,ENG
47,MDKJ Perera ,2013,42,42,0,1171,84,27,867,135,0,11,0,114,41,SL
48,NLTC Perera ,2010,79,70,21,1169,61,23,767,152,0,3,8,87,62,SL
49,Asghar Afghan ,2010,66,60,4,1167,62,20,1102,105,0,3,4,69,58,AFG
50,DJ Bravo ,2006,66,59,12,1142,66,24,981,116,0,4,4,67,49,WI
51,KL Rahul ,2016,34,31,5,1138,110,43,777,146,2,8,1,102,50,INDIA
52,BN Cooper ,2013,51,48,9,1094,91,28,890,122,0,7,5,96,36,NL
53,WTS Porterfield ,2008,61,59,6,1079,72,20,971,111,0,3,5,120,23,IRE
54,KA Pollard ,2008,68,58,12,1058,68,23,819,129,0,4,1,69,61,WI
55,AD Mathews ,2009,72,57,18,1055,81,27,893,118,0,5,1,67,35,SL
56,CS MacLeod ,2009,49,47,7,1042,74,26,905,115,0,7,4,93,21,SCOT
57,Q de Kock ,2012,38,38,5,1018,79,30,787,129,0,4,3,117,32,SA
58,LMP Simmons ,2007,49,48,7,990,82,24,848,116,0,6,6,92,37,WI
59,Kamran Akmal ,2006,58,53,6,987,73,21,825,119,0,5,7,100,31,PAK
60,HG Munsey ,2015,38,36,3,987,127,29,640,154,1,5,4,114,45,SCOT
61,Samiullah Shinwari ,2010,62,55,10,985,61,21,829,118,0,2,2,73,37,AFG
62,CL White ,2007,47,44,14,984,85,32,740,132,0,5,3,71,44,AUS
63,GC Smith ,2005,33,33,2,982,89,31,770,127,0,5,1,123,26,SA
64,Shaiman Anwar ,2014,32,32,3,971,117,33,770,126,1,6,1,75,43,UAE
65,Sabbir Rahman ,2014,44,43,5,946,80,24,783,120,0,4,2,89,28,BDESH
66,G Gambhir ,2007,37,36,2,932,75,27,783,119,0,7,2,109,10,INDIA
67,Najibullah Zadran ,2012,57,48,18,918,69,30,663,138,0,3,1,60,48,AFG
68,JE Root ,2012,32,30,5,893,90,35,707,126,0,5,2,92,16,ENG
69,MP O'Dowd ,2015,36,35,2,866,69,26,718,120,0,6,0,83,19,NL
70,E Chigumbura ,2006,54,53,9,852,54,19,597,142,0,3,6,58,51,ZIM
71,E Lewis ,2016,29,28,1,833,125,30,544,153,2,5,3,54,67,WI
72,SC Williams ,2006,38,38,5,821,66,24,630,130,0,6,4,75,24,ZIM
73,BRM Taylor ,2006,38,38,5,818,75,24,678,120,0,5,5,81,23,ZIM
74,Sarfaraz Ahmed ,2010,58,41,12,812,89,28,641,126,0,3,2,79,15,PAK
75,LD Chandimal ,2010,54,47,4,800,58,18,766,104,0,4,0,73,16,SL
76,W Barresi ,2012,42,41,6,799,75,22,695,114,0,4,3,69,21,NL
77,Soumya Sarkar ,2015,46,46,0,791,51,17,648,122,0,1,8,81,28,BDESH
78,A Balbirnie ,2015,37,33,2,790,83,25,593,133,0,4,3,94,12,IRE
79,Misbah-ul-Haq ,2007,39,34,13,788,87,37,715,110,0,3,2,45,26,PAK
80,P Khadka ,2014,30,29,3,777,106,29,602,129,1,4,3,79,26,NEPAL
81,ADS Fletcher ,2008,42,40,4,765,84,21,707,108,0,6,6,54,37,WI
82,LJ Wright ,2007,51,45,5,759,99,18,554,137,0,4,9,68,31,ENG
83,Fakhar Zaman ,2017,34,33,0,756,91,22,553,136,0,4,2,86,22,PAK
84,DJ Hussey ,2008,39,36,3,756,88,22,623,121,0,3,4,41,34,AUS
85,MH Cross ,2013,43,35,6,755,66,26,593,127,0,5,3,77,22,SCOT
86,JJ Roy ,2014,32,32,0,743,78,23,512,145,0,4,4,75,35,ENG
87,SJ Myburgh ,2012,33,32,2,741,71,24,635,116,0,5,6,82,22,NL
88,J Charles ,2011,34,33,0,724,84,21,595,121,0,4,4,84,26,WI
89,MEK Hussey ,2005,38,30,11,721,60,37,529,136,0,4,1,58,25,AUS
90,RS Bopara ,2008,38,35,10,711,65,28,599,118,0,3,0,54,17,ENG
91,CK Kapugedera ,2006,43,38,7,703,50,22,591,118,0,1,0,58,25,SL
92,Muhammad Usman ,2016,34,32,5,695,89,25,593,117,0,3,3,61,21,UAE
93,CO Obuya ,2007,35,33,6,691,75,25,649,106,0,4,3,47,17,KENYA
94,TP Ura ,2015,23,23,5,671,107,37,476,140,1,4,0,54,31,PNG
95,JH Kallis ,2005,25,23,4,666,73,35,558,119,0,5,0,56,20,SA
96,PW Borren ,2008,43,38,5,638,57,19,524,121,0,1,2,60,18,NL
97,D Ramdin ,2006,71,50,16,636,55,18,551,115,0,1,3,51,19,WI
98,ST Jayasuriya ,2006,31,30,3,629,88,23,487,129,0,4,4,76,23,SL
99,CJ Chibhabha ,2006,33,32,0,621,67,19,570,108,0,5,3,72,12,ZIM
100,MR Swart ,2012,26,25,2,621,89,27,537,115,0,4,1,53,16,NL
101,MN Waller ,2011,32,31,8,613,68,26,443,138,0,1,2,42,28,ZIM
102,Rohan Mustafa ,2014,38,37,1,605,77,16,521,116,0,2,4,71,17,UAE
103,JM Bairstow ,2011,34,29,6,603,68,26,450,134,0,3,2,56,25,ENG
104,Jatinder Singh ,2015,25,25,2,599,68,26,535,111,0,3,1,63,6,OMAN
105,Salman Butt ,2007,24,23,2,595,74,28,551,107,0,3,1,66,10,PAK
106,RR Hendricks ,2014,22,22,0,593,74,26,487,121,0,4,2,71,8,SA
107,DJM Short ,2018,20,20,2,592,76,32,490,120,0,4,1,66,15,AUS
108,MK Pandey ,2015,32,27,12,587,79,39,478,122,0,2,2,40,16,INDIA
109,DJG Sammy ,2007,68,52,18,587,42,17,398,147,0,0,3,45,31,WI
110,PD Collingwood ,2005,36,33,2,583,79,18,459,127,0,3,3,37,24,ENG
111,DR Smith ,2006,33,32,0,582,72,18,474,122,0,3,1,62,31,WI
112,SB Styris ,2005,31,29,2,578,66,21,483,119,0,1,0,40,25,NZ
113,SPD Smith ,2010,36,28,7,577,90,27,448,128,0,4,1,53,12,AUS
114,Nizakat Khan ,2014,34,32,0,576,62,18,478,120,0,2,4,51,19,HKG
115,JA Morkel ,2005,50,38,11,572,43,21,402,142,0,0,1,29,39,SA
116,MJ Lumb ,2010,27,27,1,552,63,21,413,133,0,3,1,64,21,ENG
117,Zeeshan Maqsood ,2015,29,25,4,542,56,25,481,112,0,2,2,66,12,OMAN
118,Babar Hayat ,2014,24,24,4,541,122,27,433,124,1,2,2,45,20,HKG
119,Karim Sadiq ,2010,36,36,0,538,72,14,493,109,0,1,4,61,10,AFG
120,RN ten Doeschate ,2008,22,22,10,533,59,44,400,133,0,3,1,27,19,NL
121,C Kieswetter ,2010,25,25,1,526,63,21,470,111,0,3,2,47,23,ENG
122,RR Patel ,2008,30,26,4,526,55,23,414,127,0,3,1,31,31,KENYA
123,Hazratullah Zazai ,2016,13,13,1,519,162,43,319,162,1,2,1,46,37,AFG
124,F Behardien ,2012,38,30,14,518,64,32,404,128,0,1,1,37,16,SA
125,V Sibanda ,2007,26,26,1,511,59,20,503,101,0,1,3,52,11,ZIM
126,Noor Ali Zadran ,2010,20,20,1,506,63,26,497,101,0,3,1,45,6,AFG
127,Nawroz Mangal ,2010,32,32,4,505,65,18,453,111,0,2,4,42,19,AFG
128,Imran Nazir ,2007,25,24,1,500,72,21,370,135,0,3,2,59,22,PAK
129,Liton Das ,2015,25,25,0,497,61,19,360,138,0,2,2,44,22,BDESH
130,Shafiqullah ,2010,46,42,12,494,51,16,340,145,0,1,5,35,31,AFG
131,MJ Clarke ,2005,34,28,5,488,67,21,473,103,0,1,2,29,10,AUS
132,CJ Anderson ,2012,31,24,4,485,94,24,351,138,0,2,3,30,26,NZ
133,G Malla ,2014,24,23,0,482,107,20,389,123,1,1,1,46,21,NEPAL
134,C de Grandhomme ,2012,33,31,7,479,59,19,321,149,0,3,3,27,29,NZ
135,TP Visee ,2015,27,27,0,478,78,17,316,151,0,3,4,65,17,NL
136,MS Chapman ,2014,24,23,2,475,63,22,416,114,0,1,0,38,13,HKG
137,JDP Oram ,2005,36,30,7,474,66,20,339,139,0,2,3,38,22,NZ
138,GJ Bailey ,2012,30,26,7,473,63,24,346,136,0,2,1,37,20,AUS
139,BKG Mendis ,2016,24,24,0,473,79,19,353,133,0,5,2,40,21,SL
140,Gulbadin Naib ,2012,45,37,10,472,56,17,393,120,0,1,3,33,22,AFG
141,NJ O'Brien ,2008,30,28,2,466,50,17,475,98,0,1,0,40,7,IRE
142,AD Russell ,2011,47,39,13,465,47,17,329,141,0,0,6,30,32,WI
143,PM Seelaar ,2008,69,40,11,464,96,16,423,109,0,1,1,31,8,NL
144,JEC Franklin ,2006,38,31,8,463,60,20,391,118,0,2,2,28,23,NZ
145,CR Ervine ,2010,22,21,1,461,68,23,454,101,0,3,1,43,13,ZIM
146,A Vala ,2015,26,24,4,460,68,23,427,107,0,2,0,39,13,PNG
147,DJ Malan ,2017,9,9,1,458,103,57,293,156,1,5,0,47,20,ENG
148,JD Ryder ,2008,22,21,1,457,62,22,358,127,0,3,2,47,18,NZ
149,RE van der Merwe ,2009,43,29,12,454,75,26,345,131,0,2,4,36,13,NL
150,Khawar Ali ,2015,29,28,0,453,50,16,482,93,0,1,2,48,12,OMAN
151,MD Gunathilaka ,2016,21,21,0,452,57,21,365,123,0,2,0,49,12,SL
152,Mohammad Ashraful ,2007,23,23,0,450,65,19,356,126,0,2,2,48,11,BDESH
153,Rameez Shahzad ,2016,22,21,3,449,54,24,404,111,0,1,2,37,13,UAE
154,Usman Ghani ,2015,19,19,1,445,73,24,407,109,0,3,0,44,12,AFG
155,Younis Khan ,2006,25,23,3,442,51,22,364,121,0,2,2,31,12,PAK
156,NR Kumar ,2012,18,16,2,434,83,31,336,129,0,3,1,34,13,CAN
157,MD Shanaka ,2015,35,35,7,434,54,15,386,112,0,1,7,29,24,SL
158,N Dickwella ,2016,23,22,0,429,68,19,309,138,0,1,2,57,8,SL
159,Muhammad Tanveer ,2019,15,15,4,428,57,38,331,129,0,4,0,36,22,QAT
160,PL Mommsen ,2012,24,19,7,419,68,34,329,127,0,2,1,32,11,SCOT
161,Syed Aziz ,2019,14,14,2,415,87,34,297,139,0,4,2,43,16,MAL
162,RR Pant ,2017,26,24,4,409,65,20,336,121,0,2,3,28,18,INDIA
163,Aqib Ilyas ,2015,22,22,4,408,60,22,356,114,0,2,1,47,7,OMAN
164,TH David ,2019,12,12,1,408,77,37,274,148,0,2,0,36,17,SGP
165,MG Erasmus ,2019,16,14,3,407,72,37,293,138,0,4,0,33,20,NAM
166,MW Machan ,2013,13,13,3,407,67,40,318,127,0,3,0,37,7,SCOT
167,WU Tharanga ,2006,26,26,1,407,47,16,330,123,0,0,3,42,12,SL
168,Sikandar Raza ,2013,32,30,0,406,59,13,384,105,0,1,0,34,8,ZIM
169,EC Joyce ,2006,18,15,3,405,78,33,431,93,0,1,0,30,5,ENG
170,TLW Cooper ,2012,18,17,3,404,72,28,306,132,0,2,2,38,16,NL
171,BJ Haddin ,2006,34,29,6,402,47,17,351,114,0,0,2,30,13,AUS
172,RT Ponting ,2005,17,16,2,401,98,28,302,132,0,2,2,41,11,AUS
173,HH Gibbs ,2005,23,23,1,400,90,18,318,125,0,3,4,45,12,SA
174,KD Karthik ,2006,32,26,14,399,48,33,278,143,0,0,2,42,15,INDIA
175,V Sehwag ,2006,19,18,0,394,68,21,271,145,0,2,1,43,16,INDIA
176,Abdul Razzaq ,2006,32,29,10,393,46,20,337,116,0,0,2,21,21,PAK
177,Rizwan Cheema ,2008,24,24,2,389,72,17,314,123,0,2,5,33,28,CAN
178,SJ Baard ,2019,13,13,2,387,92,35,305,126,0,4,1,32,13,NAM
179,AA Obanda ,2007,30,28,2,381,79,14,362,105,0,1,5,49,7,KENYA
180,CJA Amini ,2015,23,18,4,377,60,26,324,116,0,2,2,16,13,PNG
181,Mashrafe Mortaza ,2006,54,39,11,377,36,13,277,136,0,0,6,28,23,BDESH
182,AM Rahane ,2011,20,20,2,375,61,20,331,113,0,1,2,32,6,INDIA
183,J Rasu ,2019,13,13,0,374,74,28,338,110,0,2,0,27,16,VAN
184,Hussain Talat ,2018,14,14,1,371,63,28,309,120,0,2,1,35,5,PAK
185,Nasir Hossain ,2011,31,24,4,370,50,18,326,113,0,2,2,30,7,BDESH
186,JW Jenner ,2019,17,17,2,365,71,24,299,122,0,3,2,24,14,JER
187,PJ Moor ,2016,21,19,4,364,92,24,286,127,0,1,0,22,24,ZIM
188,Nasir Jamshed ,2012,18,18,1,363,56,21,320,113,0,2,1,34,12,PAK
189,NS Dhaliwal ,2019,12,11,2,361,69,40,291,124,0,3,0,22,16,CAN
190,Sharjeel Khan ,2013,15,15,0,360,59,24,262,137,0,2,0,48,13,PAK
191,L Ronchi ,2008,33,26,6,359,51,17,256,140,0,1,5,30,14,AUS
192,R Sandaruwan ,2019,10,10,1,358,103,39,216,165,1,2,2,29,24,KUW
193,S Bau ,2016,23,17,3,356,40,25,338,105,0,0,1,21,11,PNG
194,Anamul Haque ,2012,13,13,2,355,58,32,301,117,0,1,1,38,12,BDESH
195,KD Shah ,2014,26,22,3,351,79,18,340,103,0,2,3,26,10,HKG
196,SW Billings ,2015,26,23,3,348,87,17,255,136,0,2,1,33,11,ENG
197,S Chandramohan ,2019,12,12,1,348,66,31,292,119,0,3,3,33,15,SGP
198,OA Shah ,2007,17,15,1,347,55,24,284,122,0,1,0,26,13,ENG
199,SO Tikolo ,2007,15,15,3,345,56,28,281,122,0,2,3,46,6,KENYA
200,S Chanderpaul ,2006,22,22,5,343,41,20,347,98,0,0,0,34,5,WI
201,DM Bravo ,2010,20,18,1,340,43,20,317,107,0,0,3,28,13,WI
202,JM Vince ,2015,12,12,0,340,59,28,275,123,0,1,0,34,9,ENG
203,A Symonds ,2005,14,11,4,337,85,48,199,169,0,2,2,33,10,AUS
204,N Davin ,2019,16,16,1,335,54,22,216,155,0,1,1,33,15,NAM
205,SA Edwards ,2018,29,22,8,334,42,23,229,145,0,0,1,33,6,NL
206,Asif Ali ,2018,25,24,6,331,41,18,258,128,0,0,1,15,19,PAK
207,Faisal Javed ,2019,15,15,0,330,61,22,212,155,0,2,1,45,11,QAT
208,SR Thompson ,2014,41,30,8,328,56,14,254,129,0,1,1,23,14,IRE
209,RJ Nicol ,2010,21,19,0,327,58,17,296,110,0,2,2,33,11,NZ
210,RR Rossouw ,2014,15,14,3,327,78,29,237,137,0,2,2,29,12,SA
211,Aamir Kaleem ,2015,25,22,4,325,46,18,306,106,0,0,4,26,9,OMAN
212,LE Bosman ,2006,14,14,1,323,94,24,219,147,0,3,2,27,20,SA
213,Anshuman Rath ,2015,20,19,2,321,44,18,344,93,0,0,1,31,2,HKG
214,N Vanua ,2015,25,22,8,321,54,22,211,152,0,1,4,12,23,PNG
215,TM Head ,2016,16,15,3,319,48,26,245,130,0,0,0,19,10,AUS
216,TL Seifert ,2018,19,18,1,316,84,18,228,138,0,1,2,22,21,NZ
217,BDH Stevens ,2019,17,17,1,316,44,19,315,100,0,0,1,30,6,JER
218,GJ Delany ,2019,17,15,3,314,89,26,206,152,0,2,0,28,12,IRE
219,N Nipiko ,2019,14,14,2,312,62,26,297,105,0,2,1,16,13,VAN
220,N Pooran ,2016,16,16,3,312,58,24,247,126,0,2,1,24,17,WI
221,R Powell ,2017,23,18,3,311,54,20,250,124,0,2,1,26,13,WI
222,Virandeep Singh ,2019,12,12,0,311,57,25,309,100,0,1,1,27,7,MAL
223,CR Brathwaite ,2011,41,27,6,310,37,14,274,113,0,0,3,13,22,WI
224,HH Pandya ,2016,40,25,6,310,33,16,210,147,0,0,2,18,19,INDIA
225,S Vesawkar ,2014,17,16,3,310,40,23,313,99,0,0,0,25,7,NEPAL
226,ML Hayden ,2005,9,9,3,308,73,51,214,143,0,4,0,37,13,AUS
227,NJ Ferraby ,2019,14,14,1,303,81,23,257,117,0,1,2,38,2,JER
228,Tamoor Sajjad ,2019,12,11,2,301,68,33,216,139,0,1,1,24,14,QAT
229,NL McCullum ,2007,63,41,15,299,36,11,297,100,0,0,4,19,8,NZ
230,RR Sarwan ,2007,18,16,3,298,59,22,286,104,0,2,1,19,6,WI
231,L Siaka ,2015,26,22,2,296,39,14,271,109,0,0,4,26,7,PNG
232,Kamran Khan ,2019,14,14,1,295,52,22,220,134,0,2,0,26,17,QAT
233,R Mutumbami ,2015,22,19,4,294,54,19,251,117,0,1,1,19,15,ZIM
234,B Bhandari ,2014,27,23,6,292,58,17,262,111,0,2,1,23,12,NEPAL
235,CA Lynn ,2014,18,16,1,291,44,19,221,131,0,0,1,28,14,AUS
236,HDRL Thirimanne ,2012,26,20,2,291,44,16,267,108,0,0,1,27,5,SL
237,AN Kervezee ,2009,10,10,1,289,58,32,262,110,0,2,0,19,6,NL
238,DS Airee ,2018,18,16,2,287,47,20,260,110,0,0,0,22,6,NEPAL
239,IA Karim ,2013,16,16,3,286,71,22,299,95,0,2,2,30,2,KENYA
240,A Bagai ,2008,9,9,2,284,67,40,249,114,0,2,0,27,0,CAN
241,Mohammad Shahzad ,2015,20,20,2,281,52,15,239,117,0,1,2,25,11,UAE
242,TC Bruce ,2017,15,15,2,279,59,21,222,125,0,2,0,24,7,NZ
243,SO Hetmyer ,2018,20,18,1,279,56,16,223,125,0,1,2,19,17,WI
244,TAM Siriwardana ,2015,22,19,3,275,42,17,208,132,0,0,4,16,12,SL
245,AC Gilchrist ,2005,13,13,1,272,48,22,192,141,0,0,0,27,13,AUS
246,Amjad Javed ,2014,22,18,3,271,76,18,242,111,0,1,1,17,15,UAE
247,MV Boucher ,2005,25,21,6,268,36,17,275,97,0,0,0,22,2,SA
248,Ravinderpal Singh ,2019,12,10,2,266,101,33,177,150,1,1,1,13,19,CAN
249,PK Matautaava ,2019,10,10,0,265,103,26,156,169,1,1,2,19,20,VAN
250,SR Taylor ,2019,8,8,1,265,72,37,207,128,0,2,1,28,10,USA
251,MJ Santner ,2015,39,27,10,263,37,15,205,128,0,0,3,22,7,NZ
252,Imad Wasim ,2015,41,29,9,261,47,13,180,145,0,0,6,28,7,PAK
253,DMW Rawlins ,2019,11,11,0,261,63,23,201,129,0,1,1,23,15,BMUDA
254,Adnan Idrees ,2019,6,6,0,259,80,43,157,164,0,3,0,35,9,KUW
255,T Taibu ,2007,17,15,6,259,45,28,257,100,0,0,2,19,2,ZIM
256,Adnan Ilyas ,2015,12,11,0,258,54,23,218,118,0,1,0,16,8,OMAN
257,Najeeb Tarakai ,2014,12,12,0,258,90,21,210,122,0,1,1,21,13,AFG
258,DM de Silva ,2015,13,13,0,257,62,19,252,101,0,1,0,18,4,SL
259,Manpreet Singh ,2019,12,12,1,255,42,23,222,114,0,0,0,15,5,SGP
260,SE Marsh ,2008,15,15,1,255,47,18,248,102,0,0,2,15,10,AUS
261,RP Burl ,2018,16,13,3,254,57,25,221,114,0,1,0,16,10,ZIM
262,HE van der Dussen ,2018,9,8,0,254,64,31,192,132,0,2,1,14,12,SA
263,Waqas Barkat ,2014,22,20,2,254,37,14,286,88,0,0,2,20,0,HKG
264,SF Mire ,2018,9,8,0,253,94,31,196,129,0,2,0,23,13,ZIM
265,GH Dockrell ,2010,73,33,14,251,34,13,207,121,0,0,4,14,7,IRE
266,DT Johnston ,2008,30,19,7,249,62,20,184,135,0,1,1,13,11,IRE
267,RV Uthappa ,2007,13,12,2,249,50,24,211,118,0,1,1,26,6,INDIA
268,CG Williams ,2019,13,12,3,249,68,27,210,118,0,1,1,15,10,NAM
269,JP Kotze ,2019,12,12,1,245,101,22,193,126,1,0,1,21,13,NAM
271,CN Ackermann ,2019,11,11,3,243,43,30,196,123,0,0,0,18,5,NL
272,Muhammad Kashif ,2019,10,9,4,242,53,48,215,112,0,2,0,14,13,KUW
273,UT Khawaja ,2016,9,9,0,241,58,26,182,132,0,1,0,31,5,AUS
274,MA Leask ,2013,31,22,2,240,58,12,199,120,0,1,2,16,12,SCOT
275,SW Poynter ,2015,25,21,6,240,39,16,213,112,0,0,0,22,6,IRE
276,Aizaz Khan ,2014,30,27,7,239,31,11,234,102,0,0,4,19,4,HKG
277,MS Wade ,2011,26,17,5,239,72,19,218,109,0,1,0,11,9,AUS
278,Ashfaq Ahmed ,2018,12,12,0,238,75,19,185,128,0,3,2,32,6,UAE
279,SD Hope ,2017,13,11,0,238,55,21,175,136,0,2,1,24,10,WI
280,J Mubarak ,2007,16,15,4,238,46,21,188,126,0,0,2,21,8,SL
281,Khalid Latif ,2008,13,13,2,237,59,21,229,103,0,1,1,25,6,PAK
282,RE Levi ,2012,13,13,2,236,117,21,167,141,1,1,3,20,15,SA
283,YK Pathan ,2007,22,18,5,236,37,18,161,146,0,0,3,11,17,INDIA
284,MM Ali ,2014,25,22,6,235,72,14,198,118,0,1,6,21,9,ENG
286,ES Szwarczynski ,2008,14,12,1,233,45,21,243,95,0,0,0,22,2,NL
287,HT Tector ,2019,14,12,3,233,60,25,176,132,0,1,0,20,5,IRE
288,BA Stokes ,2011,23,20,5,232,38,15,178,130,0,0,1,20,9,ENG
289,H Gori ,2019,7,7,0,231,66,33,176,131,0,1,0,23,12,CZK-R
290,JF Mooney ,2009,27,23,9,231,31,16,214,107,0,0,0,25,1,IRE
291,AR Cusack ,2008,37,21,6,229,65,15,177,129,0,1,1,17,6,IRE
292,Mohammed Rizlan ,2019,15,12,5,229,38,32,218,105,0,0,0,14,10,QAT
293,Aftab Ahmed ,2006,11,11,1,228,62,22,178,128,0,1,0,26,6,BDESH
294,T Mishra ,2007,15,15,0,227,38,15,263,86,0,0,2,15,4,KENYA
295,Rahmanullah Gurbaz ,2019,7,7,0,227,79,32,164,138,0,2,2,19,13,AFG
296,C Bisson ,2019,14,14,2,226,54,18,177,127,0,1,3,24,5,JER
297,SS Iyer ,2017,14,13,3,226,62,22,178,126,0,1,1,18,9,INDIA
298,I Udana ,2009,27,19,9,226,84,22,152,148,0,1,2,15,13,SL
299,DAS Gunaratne ,2016,12,12,3,225,84,25,178,126,0,2,2,19,6,SL
300,Inam-ul-Haq ,2019,11,11,2,225,73,25,205,109,0,1,1,28,2,QAT
301,GSNFG Jayasuriya ,2015,16,14,0,225,40,16,203,110,0,0,0,17,8,SL
302,Shafiq Sharif ,2019,10,10,0,225,53,22,171,131,0,1,2,32,5,MAL
303,MN van Wyk ,2007,8,7,1,225,114,37,157,143,1,1,0,19,14,SA
304,CAK Walton ,2014,19,17,0,225,40,13,203,110,0,0,5,23,11,WI
305,DG Blampied ,2019,17,15,6,221,43,24,222,99,0,0,1,14,0,JER
306,Sohaib Maqsood ,2013,20,18,2,221,37,13,201,109,0,0,2,15,8,PAK
307,H Patel ,2010,11,11,1,220,88,22,218,100,0,1,2,19,2,CAN
308,TG Southee ,2008,66,30,12,220,39,12,150,146,0,0,4,14,15,NZ
309,AD Poynter ,2012,19,14,3,219,57,19,184,119,0,1,1,21,8,IRE
310,Tanwir Afzal ,2014,21,18,2,219,56,13,173,126,0,1,4,9,15,HKG
311,TT Bresnan ,2006,34,22,9,216,47,16,170,127,0,0,3,16,6,ENG
312,CJ Jordan ,2014,43,25,11,216,36,15,166,130,0,0,2,16,11,ENG
313,DO Obuya ,2007,10,10,2,216,65,27,228,94,0,2,1,22,4,KENYA
314,MJG Rippon ,2013,18,11,4,216,42,30,192,112,0,0,2,15,3,NL
315,KMDN Kulasekara ,2008,58,30,9,215,31,10,184,116,0,0,4,14,7,SL
316,EMDY Munaweera ,2012,13,13,1,215,53,17,164,131,0,1,1,25,7,SL
